age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,Class
35,F,Non-Caucasian,25 - 45,Medium,Male,1,-1,6,80045,2
61,F,Non-Caucasian,Greater than 45,Medium,Male,25,-1,7,108368,1
33,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,940828,1
40,F,Caucasian,25 - 45,Medium,Male,4,0,7,98784,1
33,F,Non-Caucasian,25 - 45,Low,Male,3,0,2,22196,1
26,F,Caucasian,25 - 45,Medium,Male,0,-1,6,95418,2
32,F,Caucasian,25 - 45,High,Male,15,0,9,7857066,2
28,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,74787,1
45,M,Caucasian,Greater than 45,Low,Male,0,-1,1,93671,1
30,F,Caucasian,25 - 45,High,Male,0,-1,9,3205428,2
57,F,Caucasian,Greater than 45,Low,Female,4,-1,2,22274966,1
26,F,Non-Caucasian,25 - 45,Medium,Male,3,-1,7,4068864,2
35,F,Non-Caucasian,25 - 45,High,Male,1,-1,8,45269,1
54,F,Non-Caucasian,Greater than 45,Low,Male,0,0,1,187020,1
29,F,Non-Caucasian,25 - 45,Medium,Female,0,-1,5,256946,1
40,M,Caucasian,25 - 45,Low,Female,0,-1,2,94581,1
28,F,Caucasian,25 - 45,Low,Male,1,-1,2,106110,2
25,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,78882,1
44,M,Non-Caucasian,25 - 45,Medium,Male,3,-1,6,246241,1
23,F,Caucasian,Less than 25,Low,Male,4,-1,4,80781,2
29,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,6292885,1
56,M,Caucasian,Greater than 45,Low,Male,0,-4,1,16568,1
27,M,Non-Caucasian,25 - 45,Low,Female,0,-1,3,93549,1
29,M,Caucasian,25 - 45,Medium,Female,0,-1,7,80374,1
34,M,Caucasian,25 - 45,Low,Female,4,-1,4,66437,1
22,F,Non-Caucasian,Less than 25,Medium,Female,0,0,7,-37838,1
40,F,Caucasian,25 - 45,Low,Male,5,7,1,54868,2
31,F,Caucasian,25 - 45,Low,Male,0,-1,1,236058,1
47,F,Non-Caucasian,Greater than 45,Low,Male,3,-1,2,171415,1
24,F,Non-Caucasian,Less than 25,Medium,Male,8,-1,7,4300378,2
39,F,Non-Caucasian,25 - 45,High,Male,4,-1,9,10269078,1
29,F,Non-Caucasian,25 - 45,Medium,Male,10,0,6,70353,2
30,F,Non-Caucasian,25 - 45,Low,Male,2,-1,2,519098,1
26,F,Non-Caucasian,25 - 45,High,Female,4,-1,9,69650,2
61,M,Non-Caucasian,Greater than 45,High,Male,2,0,8,62027,1
37,M,Non-Caucasian,25 - 45,Low,Male,3,0,4,20485,1
38,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,101686,2
30,M,Non-Caucasian,25 - 45,High,Male,0,-1,9,109206,1
20,M,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,83195,2
56,F,Non-Caucasian,Greater than 45,High,Male,22,-1,9,6135379,2
50,F,Caucasian,Greater than 45,Low,Female,3,0,3,10775,2
47,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,173523,1
30,F,Non-Caucasian,25 - 45,Medium,Male,10,18,6,81909,2
59,M,Non-Caucasian,Greater than 45,Low,Male,1,-1,1,5432371,1
20,F,Non-Caucasian,Less than 25,High,Male,1,-1,10,16161248,2
23,M,Caucasian,Less than 25,High,Male,4,-1,9,184713,2
28,F,Caucasian,25 - 45,Medium,Female,2,-3,6,6951,2
50,F,Non-Caucasian,Greater than 45,High,Male,3,-1,9,2934620,2
35,M,Caucasian,25 - 45,Medium,Male,3,0,5,74195,2
22,F,Non-Caucasian,Less than 25,High,Male,1,0,9,452158,2
41,F,Non-Caucasian,25 - 45,Low,Female,0,-1,1,99470,1
22,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,7,173560,1
61,F,Non-Caucasian,Greater than 45,Low,Male,8,-22,2,64708,2
26,F,Non-Caucasian,25 - 45,Low,Male,5,-1,4,83225,1
44,F,Caucasian,25 - 45,Medium,Male,1,0,5,160765,1
34,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,93471,2
29,F,Caucasian,25 - 45,Low,Male,1,3,2,85009,2
29,M,Non-Caucasian,25 - 45,High,Male,8,-1,9,441090,1
48,F,Non-Caucasian,Greater than 45,Low,Male,5,-1,4,77967,2
31,M,Non-Caucasian,25 - 45,Medium,Female,0,-5,6,357650,1
21,F,Caucasian,Less than 25,Medium,Male,2,-10,6,55495,1
34,F,Caucasian,25 - 45,Medium,Male,4,-1,5,72169,1
54,F,Non-Caucasian,Greater than 45,Medium,Male,21,-1,6,81598,1
20,F,Caucasian,Less than 25,High,Male,4,-1,10,78382,1
31,F,Caucasian,25 - 45,Low,Male,1,-1,3,3112217,2
22,M,Caucasian,Less than 25,Low,Male,0,0,4,84349,1
36,M,Non-Caucasian,25 - 45,Low,Male,6,-1,4,82563,1
34,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,7,80018,2
50,M,Non-Caucasian,Greater than 45,High,Male,15,-1,8,88828,1
47,F,Non-Caucasian,Greater than 45,High,Male,22,0,10,263967,2
49,M,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,86865,1
31,M,Non-Caucasian,25 - 45,Low,Male,1,-1,4,91965,1
49,F,Non-Caucasian,Greater than 45,Low,Male,10,-1,3,850326,2
21,F,Non-Caucasian,Less than 25,High,Male,2,-1,9,3125401,1
26,F,Non-Caucasian,25 - 45,Medium,Female,5,-1,7,106008,2
29,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,108077,1
61,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,51181,1
25,F,Caucasian,25 - 45,High,Female,2,16,9,76605,2
38,F,Caucasian,25 - 45,Low,Male,5,-1,4,95081,1
35,M,Caucasian,25 - 45,Low,Male,2,-1,1,69747,1
55,F,Non-Caucasian,Greater than 45,Low,Male,8,-1,1,528331,2
32,F,Non-Caucasian,25 - 45,Low,Male,4,0,4,3886169,2
29,F,Caucasian,25 - 45,Low,Male,1,-18,2,253259,1
46,F,Caucasian,Greater than 45,Low,Male,0,0,1,15472,1
53,M,Caucasian,Greater than 45,Medium,Male,1,-1,5,78255,1
27,F,Caucasian,25 - 45,Medium,Female,1,-1,5,2208169,2
29,F,Caucasian,25 - 45,High,Male,4,-2,8,58782,1
26,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,192054,2
23,M,Non-Caucasian,Less than 25,Low,Male,3,-1,2,75094,2
43,M,Non-Caucasian,25 - 45,Low,Male,3,21,3,195051,2
24,M,Caucasian,Less than 25,Low,Male,1,-1,2,90058,1
33,F,Non-Caucasian,25 - 45,High,Male,18,0,10,100432,2
32,M,Non-Caucasian,25 - 45,Medium,Male,1,-1,6,1890930,2
38,F,Non-Caucasian,25 - 45,High,Female,7,0,10,3387607,2
40,F,Non-Caucasian,25 - 45,Medium,Male,20,-1,7,92880,1
36,M,Non-Caucasian,25 - 45,Low,Female,1,-1,1,55734,1
34,F,Non-Caucasian,25 - 45,High,Male,16,-1,9,86914,2
41,M,Caucasian,25 - 45,Low,Male,1,-1,2,182773,2
57,F,Caucasian,Greater than 45,Low,Male,7,-1,1,13125449,1
26,F,Non-Caucasian,25 - 45,Medium,Male,1,-1,5,97218,1
45,F,Non-Caucasian,Greater than 45,Low,Male,0,0,3,83857,2
26,F,Non-Caucasian,25 - 45,Low,Male,2,-7,3,634402,1
48,F,Caucasian,Greater than 45,Low,Female,0,-1,1,102605,1
52,M,Caucasian,Greater than 45,Low,Male,7,-1,2,73915,1
22,F,Non-Caucasian,Less than 25,Low,Male,2,-1,3,2735661,2
43,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,109506,1
24,F,Caucasian,Less than 25,Medium,Male,3,0,5,3099023,1
27,F,Non-Caucasian,25 - 45,Medium,Male,11,-1,7,442601,2
23,F,Non-Caucasian,Less than 25,High,Male,2,-1,9,1955842,1
28,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,6,66369,2
21,F,Non-Caucasian,Less than 25,Medium,Male,0,0,5,15714,1
33,M,Non-Caucasian,25 - 45,High,Male,5,-1,9,114153,2
25,F,Non-Caucasian,25 - 45,High,Male,1,-1,8,101734,2
36,F,Non-Caucasian,25 - 45,High,Male,17,-1,8,1297880,2
25,F,Caucasian,25 - 45,Medium,Female,0,0,5,78199,1
46,M,Caucasian,Greater than 45,Medium,Male,0,-1,5,47456,1
24,F,Non-Caucasian,Less than 25,Medium,Female,0,0,7,174275,1
28,F,Non-Caucasian,25 - 45,Medium,Male,4,0,7,490460,2
28,M,Non-Caucasian,25 - 45,Medium,Male,12,-2,7,91492,2
23,M,Non-Caucasian,Less than 25,Low,Male,0,0,3,96125,2
24,M,Non-Caucasian,Less than 25,Low,Male,0,0,3,12311,1
40,M,Non-Caucasian,25 - 45,Low,Male,0,0,3,-2963,1
36,M,Non-Caucasian,25 - 45,Low,Male,1,0,2,17153,1
50,M,Caucasian,Greater than 45,Medium,Male,1,-1,6,3471241,2
24,M,Caucasian,Less than 25,Low,Male,0,0,2,85965,1
55,F,Non-Caucasian,Greater than 45,Low,Female,2,-1,1,97887,1
22,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,7,256877,2
38,F,Non-Caucasian,25 - 45,Medium,Male,14,-1,7,4852420,1
31,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,106266,1
30,F,Non-Caucasian,25 - 45,Low,Female,3,-1,2,69617,1
37,F,Non-Caucasian,25 - 45,High,Male,16,-1,8,181415,2
41,M,Caucasian,25 - 45,Low,Female,1,0,2,2516724,1
20,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,86223,2
21,M,Caucasian,Less than 25,Low,Male,0,0,4,85583,2
22,M,Caucasian,Less than 25,Medium,Male,1,0,5,774995,1
38,M,Non-Caucasian,25 - 45,Medium,Male,7,-1,6,17089285,1
31,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,5,692266,1
28,F,Caucasian,25 - 45,Medium,Male,0,0,7,4631898,1
21,F,Non-Caucasian,Less than 25,Medium,Male,2,-1,7,224009,2
39,F,Non-Caucasian,25 - 45,High,Male,1,-1,8,83226,1
34,F,Non-Caucasian,25 - 45,Medium,Male,22,-1,7,94619,2
45,M,Non-Caucasian,Greater than 45,Low,Male,0,0,1,98046,1
24,M,Non-Caucasian,Less than 25,High,Male,0,-1,9,1311374,2
27,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,7,61083,2
30,F,Non-Caucasian,25 - 45,Low,Male,0,0,1,19299,1
43,F,Non-Caucasian,25 - 45,Low,Male,2,0,1,74507,1
26,F,Non-Caucasian,25 - 45,Low,Male,1,-1,4,79788,1
32,F,Non-Caucasian,25 - 45,Low,Male,7,-1,2,436941,1
57,F,Caucasian,Greater than 45,Low,Female,2,-1,1,66376,1
40,M,Caucasian,25 - 45,Low,Female,0,0,1,6994,1
33,F,Caucasian,25 - 45,Medium,Male,6,-1,6,13154825,2
30,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,5,87808,2
29,M,Caucasian,25 - 45,High,Male,1,-1,10,967097,1
36,M,Non-Caucasian,25 - 45,Low,Male,2,-4,2,22341,1
35,F,Non-Caucasian,25 - 45,High,Male,6,0,8,77885,2
49,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,2,88373,1
26,F,Non-Caucasian,25 - 45,High,Male,5,0,9,-10321,2
21,F,Non-Caucasian,Less than 25,Medium,Male,2,-1,5,702411,2
49,F,Non-Caucasian,Greater than 45,Medium,Male,29,-1,6,69612,2
37,M,Non-Caucasian,25 - 45,High,Female,23,0,8,-38466,2
33,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,57166,1
29,F,Non-Caucasian,25 - 45,Low,Male,3,0,2,-37440,2
25,F,Non-Caucasian,25 - 45,Medium,Male,1,0,5,84849,2
20,F,Non-Caucasian,Less than 25,High,Male,2,-1,8,2864128,2
55,F,Non-Caucasian,Greater than 45,Low,Male,5,-1,4,26000841,1
26,M,Caucasian,25 - 45,Low,Male,0,-1,4,94571,1
52,F,Caucasian,Greater than 45,Low,Female,6,-13,1,594373,1
52,F,Non-Caucasian,Greater than 45,High,Male,16,-1,8,72326,2
27,F,Non-Caucasian,25 - 45,Medium,Male,1,-1,7,176707,2
60,M,Caucasian,Greater than 45,Low,Male,2,-1,2,937018,1
44,M,Caucasian,25 - 45,Low,Male,0,-1,2,181914,1
30,F,Non-Caucasian,25 - 45,Low,Male,1,-18,2,1469965,1
25,M,Non-Caucasian,25 - 45,Low,Female,2,-1,4,65864,1
20,F,Caucasian,Less than 25,High,Female,4,-1,8,247833,2
28,F,Caucasian,25 - 45,Medium,Male,3,-1,7,3199794,2
22,F,Caucasian,Less than 25,Medium,Male,1,-12,6,1030828,1
24,F,Caucasian,Less than 25,High,Male,1,-1,8,48321,2
28,F,Non-Caucasian,25 - 45,Low,Female,0,-1,3,16505471,1
35,F,Non-Caucasian,25 - 45,Medium,Male,10,-28,6,1971421,2
30,M,Caucasian,25 - 45,Low,Male,0,0,1,15992,1
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,613910,2
39,F,Non-Caucasian,25 - 45,Medium,Male,9,0,5,18797,1
46,F,Non-Caucasian,Greater than 45,Low,Female,1,-1,1,74197,1
47,M,Non-Caucasian,Greater than 45,Low,Male,3,-1,2,344208,1
26,M,Non-Caucasian,25 - 45,Medium,Male,5,-1,7,27981467,1
23,F,Non-Caucasian,Less than 25,Low,Female,0,-1,3,2167507,1
52,F,Non-Caucasian,Greater than 45,Medium,Female,0,0,7,10347,2
22,M,Non-Caucasian,Less than 25,Medium,Female,0,-1,5,82544,2
54,F,Caucasian,Greater than 45,Low,Male,0,-1,2,179094,1
50,M,Non-Caucasian,Greater than 45,Medium,Male,2,0,6,2674852,1
20,F,Non-Caucasian,Less than 25,Medium,Male,2,-1,5,98851,2
25,F,Caucasian,25 - 45,Low,Male,1,-1,3,54131,1
46,F,Caucasian,Greater than 45,Low,Female,0,0,1,5183,1
22,M,Caucasian,Less than 25,Low,Male,0,-1,4,102455,1
38,F,Caucasian,25 - 45,Low,Male,10,0,4,-6208,2
36,F,Non-Caucasian,25 - 45,Low,Female,9,-1,1,78379,2
34,F,Non-Caucasian,25 - 45,Low,Female,5,-1,2,794760,2
18,F,Non-Caucasian,Less than 25,Medium,Male,4,7,5,2041505,2
26,F,Caucasian,25 - 45,Medium,Female,3,-1,6,94661,2
23,F,Caucasian,Less than 25,Medium,Female,0,-1,6,1026375,1
32,M,Non-Caucasian,25 - 45,Medium,Female,8,-8,5,605413,2
44,M,Caucasian,25 - 45,Low,Male,1,0,1,18555,2
53,F,Caucasian,Greater than 45,Low,Male,9,-1,4,10194840,2
27,F,Non-Caucasian,25 - 45,Low,Male,4,0,4,85430,2
25,F,Caucasian,25 - 45,Medium,Male,2,0,6,27148,1
19,F,Caucasian,Less than 25,High,Male,1,-1,10,702430,2
53,F,Caucasian,Greater than 45,Low,Male,0,-1,2,950774,1
39,M,Non-Caucasian,25 - 45,Low,Male,0,-3,3,78857,1
37,F,Non-Caucasian,25 - 45,Low,Male,2,-1,4,4414464,2
27,F,Non-Caucasian,25 - 45,High,Male,6,0,8,16075,2
21,F,Non-Caucasian,Less than 25,High,Female,2,-10,10,88146,2
24,F,Non-Caucasian,Less than 25,High,Female,7,-1,9,96331,1
33,M,Caucasian,25 - 45,Low,Male,0,-1,1,93898,1
24,M,Caucasian,Less than 25,Low,Female,1,-24,4,64120,1
46,F,Caucasian,Greater than 45,Low,Male,1,-4,1,79475,1
32,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,7,98879,1
24,F,Non-Caucasian,Less than 25,Low,Male,2,-25,3,782452,1
38,F,Caucasian,25 - 45,Low,Female,0,-1,1,230186,1
30,F,Non-Caucasian,25 - 45,High,Male,13,0,10,250371,2
26,M,Non-Caucasian,25 - 45,High,Male,27,-1,9,866918,2
57,F,Caucasian,Greater than 45,Low,Male,2,-28,1,790696,1
43,F,Caucasian,25 - 45,Low,Male,0,-1,1,179050,1
22,M,Non-Caucasian,Less than 25,Medium,Male,0,0,6,1625,1
28,M,Non-Caucasian,25 - 45,High,Female,9,-12,9,1038383,2
51,F,Caucasian,Greater than 45,Low,Male,3,-1,4,598016,1
41,F,Non-Caucasian,25 - 45,Low,Male,3,-1,1,90419,1
24,F,Caucasian,Less than 25,Medium,Male,1,-1,7,86715,1
48,F,Non-Caucasian,Greater than 45,Low,Male,3,-1,2,94322,2
26,M,Caucasian,25 - 45,Low,Male,0,-1,3,160514,2
31,F,Non-Caucasian,25 - 45,Low,Male,6,0,2,70951,2
27,M,Non-Caucasian,25 - 45,High,Male,6,-1,10,87221,1
25,M,Non-Caucasian,25 - 45,Low,Male,0,-1,4,69782,1
56,M,Caucasian,Greater than 45,Low,Male,3,0,3,15584,1
29,M,Non-Caucasian,25 - 45,Low,Female,1,-1,4,149396,1
30,F,Caucasian,25 - 45,Low,Female,3,-1,3,12138,2
21,F,Non-Caucasian,Less than 25,High,Male,0,-1,8,182264,1
22,F,Caucasian,Less than 25,Low,Male,1,-2,4,66331,2
28,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,79286,1
35,F,Non-Caucasian,25 - 45,Low,Male,2,0,1,-11494,1
23,F,Caucasian,Less than 25,Low,Male,0,-1,2,92083,1
48,F,Non-Caucasian,Greater than 45,High,Male,4,0,8,23396,1
22,M,Caucasian,Less than 25,High,Male,4,-1,8,250178,2
37,F,Non-Caucasian,25 - 45,High,Male,2,0,9,14664306,1
33,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,83795,1
23,F,Non-Caucasian,Less than 25,Medium,Male,5,-1,7,148096,2
22,M,Non-Caucasian,Less than 25,Medium,Male,0,-1,7,82431,2
24,F,Non-Caucasian,Less than 25,Low,Male,0,0,4,47349,1
44,M,Non-Caucasian,25 - 45,Medium,Male,2,-1,7,440232,1
26,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,47666,1
29,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,6,163423,1
26,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,67536,1
30,M,Caucasian,25 - 45,Low,Male,1,-1,1,77451,1
23,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,330164,2
42,F,Non-Caucasian,25 - 45,Low,Male,1,-2,2,110906,1
28,F,Non-Caucasian,25 - 45,Low,Female,0,-1,3,192110,2
20,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,959026,1
24,M,Caucasian,Less than 25,Medium,Female,7,-1,7,98123,1
36,F,Non-Caucasian,25 - 45,Medium,Female,6,-21,7,18733,2
37,F,Non-Caucasian,25 - 45,Low,Male,6,-1,2,77987,2
21,F,Non-Caucasian,Less than 25,High,Female,1,-1,9,349951,1
27,F,Non-Caucasian,25 - 45,Medium,Male,8,-1,5,2223382,2
26,F,Non-Caucasian,25 - 45,Low,Male,2,-1,4,70780,2
42,M,Caucasian,25 - 45,Low,Male,0,0,1,543423,1
23,F,Non-Caucasian,Less than 25,High,Male,8,-1,10,250963,2
55,M,Caucasian,Greater than 45,Low,Female,0,-3,1,86123,1
24,F,Caucasian,Less than 25,Medium,Male,1,-1,6,341259,2
23,M,Non-Caucasian,Less than 25,Low,Male,0,0,4,84838,1
64,F,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,350846,1
48,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,167873,1
39,F,Non-Caucasian,25 - 45,Medium,Female,0,0,5,4984273,2
30,M,Caucasian,25 - 45,Low,Male,0,-1,2,84798,1
22,M,Non-Caucasian,Less than 25,Low,Female,1,-3,4,-368,1
20,F,Non-Caucasian,Less than 25,Medium,Male,2,0,6,5037219,2
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,4,364841,2
24,F,Caucasian,Less than 25,Low,Male,0,0,4,19405,1
30,M,Non-Caucasian,25 - 45,Medium,Male,3,-1,7,17813699,1
51,F,Non-Caucasian,Greater than 45,High,Male,12,21,8,13099577,2
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,10,171950,2
31,F,Non-Caucasian,25 - 45,High,Male,1,-1,10,78443,1
23,M,Non-Caucasian,Less than 25,Medium,Male,2,-1,7,342766,2
23,M,Non-Caucasian,Less than 25,Medium,Male,0,-1,7,88644,1
32,F,Non-Caucasian,25 - 45,Low,Male,4,-1,4,93914,2
28,F,Non-Caucasian,25 - 45,Medium,Male,11,-1,6,191588,2
24,F,Non-Caucasian,Less than 25,Low,Male,0,-1,2,112664,1
19,F,Non-Caucasian,Less than 25,Low,Female,1,-1,4,190990,2
31,M,Non-Caucasian,25 - 45,Low,Male,1,0,1,82309,1
29,F,Non-Caucasian,25 - 45,Low,Male,3,0,4,241,2
41,F,Non-Caucasian,25 - 45,Medium,Male,6,-1,6,3389044,2
28,M,Non-Caucasian,25 - 45,Low,Male,4,-1,3,2945760,2
29,F,Caucasian,25 - 45,Low,Male,6,-1,4,56849,2
49,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,103301,1
42,M,Caucasian,25 - 45,Low,Male,0,0,1,-14850,1
38,M,Non-Caucasian,25 - 45,Low,Male,4,-1,2,72941,1
22,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,6,1385771,2
46,M,Caucasian,Greater than 45,Low,Male,0,-1,2,3264615,2
38,F,Non-Caucasian,25 - 45,Low,Male,0,-1,3,99236,2
36,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,6,71459,1
22,F,Caucasian,Less than 25,High,Male,6,-1,9,78826,2
29,M,Non-Caucasian,25 - 45,High,Male,11,-1,10,77721,1
39,M,Non-Caucasian,25 - 45,Low,Male,2,-1,2,95899,1
47,M,Caucasian,Greater than 45,Low,Male,0,-1,2,248772,1
26,F,Non-Caucasian,25 - 45,High,Male,7,-1,10,163275,2
21,F,Non-Caucasian,Less than 25,Medium,Female,0,-4,5,378847,2
63,M,Non-Caucasian,Greater than 45,Low,Male,2,-1,1,149492,1
27,F,Non-Caucasian,25 - 45,Low,Male,2,-1,2,77525,2
55,M,Caucasian,Greater than 45,Medium,Male,27,-1,5,155874,1
54,M,Non-Caucasian,Greater than 45,Low,Male,2,-1,2,91083,2
26,F,Caucasian,25 - 45,Medium,Male,0,-1,5,150609,2
37,M,Caucasian,25 - 45,Low,Male,1,-9,2,75264,1
34,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,98735,1
48,F,Non-Caucasian,Greater than 45,Low,Female,4,-6,1,114181,2
25,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,7,4315839,2
57,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,58462,1
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,157789,2
32,F,Non-Caucasian,25 - 45,High,Male,8,-1,9,87472,1
25,F,Non-Caucasian,25 - 45,High,Female,5,-1,9,71571,2
33,F,Non-Caucasian,25 - 45,Low,Female,2,-1,3,178083,2
26,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,5,1890360,2
29,M,Non-Caucasian,25 - 45,Low,Male,2,-1,4,282025,1
28,M,Caucasian,25 - 45,Low,Male,6,0,4,156918,2
53,F,Non-Caucasian,Greater than 45,Medium,Male,20,-3,5,273271,1
57,M,Non-Caucasian,Greater than 45,Low,Male,1,-15,1,94415,1
27,F,Caucasian,25 - 45,Low,Male,0,-1,2,3784316,1
48,F,Caucasian,Greater than 45,Low,Male,0,-1,2,87023,1
29,M,Non-Caucasian,25 - 45,Low,Male,0,0,2,277285,2
25,M,Caucasian,25 - 45,Low,Male,1,0,4,263500,2
67,F,Caucasian,Greater than 45,Low,Male,0,-1,1,157698,1
29,M,Non-Caucasian,25 - 45,Medium,Male,2,0,5,19051,1
53,F,Non-Caucasian,Greater than 45,Low,Female,3,-1,2,199858,1
49,F,Non-Caucasian,Greater than 45,Low,Male,0,-4,1,70353,1
44,M,Caucasian,25 - 45,Low,Female,0,-1,1,62026,1
55,F,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,60187,1
26,F,Non-Caucasian,25 - 45,High,Male,10,-1,8,177413,2
46,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,70934,1
30,F,Caucasian,25 - 45,Low,Male,1,-1,3,68936,2
48,F,Non-Caucasian,Greater than 45,Medium,Female,0,-1,6,838641,2
77,M,Non-Caucasian,Greater than 45,Low,Male,1,-1,1,200409,2
21,F,Non-Caucasian,Less than 25,High,Male,2,-1,10,86630,2
54,F,Non-Caucasian,Greater than 45,Low,Male,4,-1,3,264914,2
54,F,Caucasian,Greater than 45,Low,Male,3,-1,2,57781,1
26,F,Non-Caucasian,25 - 45,High,Male,15,-1,9,3712297,1
23,F,Non-Caucasian,Less than 25,High,Male,8,0,9,22038588,2
39,F,Caucasian,25 - 45,Low,Male,2,0,2,1585032,1
35,F,Non-Caucasian,25 - 45,Medium,Male,13,-1,7,356312,1
29,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,83013,2
30,M,Non-Caucasian,25 - 45,Low,Male,9,-1,4,110967,2
41,F,Non-Caucasian,25 - 45,Low,Male,6,-1,3,524166,1
32,M,Non-Caucasian,25 - 45,High,Male,1,-1,10,9941343,1
48,M,Non-Caucasian,Greater than 45,Medium,Male,12,-24,6,-38677,1
52,M,Non-Caucasian,Greater than 45,Medium,Male,0,-1,6,349801,2
31,F,Non-Caucasian,25 - 45,Low,Male,3,0,1,-13446,2
22,F,Caucasian,Less than 25,Medium,Male,1,-1,5,105000,2
46,M,Caucasian,Greater than 45,Low,Female,0,0,1,-12212,1
29,F,Non-Caucasian,25 - 45,Low,Male,7,-1,4,90672,2
22,F,Non-Caucasian,Less than 25,Medium,Female,0,-2,7,72479,1
39,F,Non-Caucasian,25 - 45,Low,Male,8,-1,4,3472394,1
35,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,6,103518,1
26,M,Non-Caucasian,25 - 45,Low,Male,1,0,1,1229213,1
27,F,Non-Caucasian,25 - 45,Low,Male,1,0,2,-35069,1
27,F,Non-Caucasian,25 - 45,High,Male,5,-28,10,2427229,2
34,F,Caucasian,25 - 45,High,Female,10,22,9,1201475,2
32,M,Non-Caucasian,25 - 45,Low,Female,0,0,1,22693,2
25,F,Non-Caucasian,25 - 45,High,Male,5,-1,9,424789,2
22,M,Caucasian,Less than 25,Medium,Male,2,-1,5,2148251,2
52,F,Non-Caucasian,Greater than 45,High,Male,7,-1,9,10188578,2
21,F,Non-Caucasian,Less than 25,High,Male,2,0,10,80275,2
28,F,Non-Caucasian,25 - 45,High,Male,11,-1,9,145574,2
26,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,6,16384,1
23,M,Caucasian,Less than 25,Low,Male,4,-1,4,675823,2
31,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,99998,1
34,M,Caucasian,25 - 45,Medium,Male,1,-1,5,75063,1
32,M,Non-Caucasian,25 - 45,Low,Male,0,-1,4,54427,1
50,M,Caucasian,Greater than 45,Low,Female,0,-3,3,19726,2
27,M,Non-Caucasian,25 - 45,Medium,Male,1,-1,5,83181,1
26,F,Non-Caucasian,25 - 45,Low,Female,4,-1,3,183289,1
27,F,Non-Caucasian,25 - 45,Medium,Male,4,-1,5,150598,2
29,F,Caucasian,25 - 45,Low,Male,0,0,3,84928,2
58,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,120144,1
27,F,Non-Caucasian,25 - 45,High,Male,14,0,10,141435,2
28,F,Non-Caucasian,25 - 45,Medium,Male,5,0,5,18671,2
24,F,Non-Caucasian,Less than 25,High,Male,15,-1,10,178497,2
50,M,Caucasian,Greater than 45,Low,Male,0,-1,1,100349,1
30,F,Non-Caucasian,25 - 45,High,Female,15,-4,9,-16883,2
