age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,Class
65,Localgov,221026,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,20,UnitedStates,<=50K
56,Selfempnotinc,222182,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,Black,Male,0,0,45,UnitedStates,<=50K
39,Selfempnotinc,126569,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,15024,0,60,UnitedStates,>50K
23,Private,202344,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
20,Private,190423,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,20,UnitedStates,<=50K
24,Private,238917,5th6th,3,Nevermarried,Craftrepair,Unmarried,White,Male,0,0,40,ElSalvador,<=50K
41,Private,221947,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1887,50,UnitedStates,>50K
40,Selfempinc,37997,Somecollege,10,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,50,UnitedStates,<=50K
55,Private,147098,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,>50K
38,Private,278253,HSgrad,9,Divorced,Admclerical,Unmarried,White,Female,0,0,48,UnitedStates,<=50K
23,Private,195411,HSgrad,9,Nevermarried,Admclerical,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
44,Private,76196,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,<=50K
45,Private,120131,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,1887,40,UnitedStates,>50K
20,Selfempnotinc,186014,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Female,0,0,12,Germany,<=50K
29,Private,205903,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
43,Stategov,125405,HSgrad,9,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,40,UnitedStates,<=50K
30,Private,219838,12th,8,Divorced,Machineopinspct,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
28,Stategov,19395,Somecollege,10,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,38,UnitedStates,<=50K
31,Private,223327,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
52,Private,114062,HSgrad,9,Divorced,Craftrepair,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
36,Private,95654,Bachelors,13,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,50,Iran,>50K
38,Private,177305,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,45,UnitedStates,<=50K
66,,299616,Somecollege,10,Marriedcivspouse,,Husband,White,Male,0,0,40,UnitedStates,<=50K
63,Selfempnotinc,117681,Assocvoc,11,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,40,UnitedStates,<=50K
21,Private,237651,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
33,Stategov,150570,HSgrad,9,Divorced,Admclerical,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
46,Stategov,106705,Somecollege,10,Divorced,Profspecialty,Unmarried,White,Female,1506,0,50,UnitedStates,<=50K
20,,174714,Somecollege,10,Nevermarried,,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
47,Selfempinc,175958,Bachelors,13,Nevermarried,Sales,Notinfamily,White,Male,3325,0,60,UnitedStates,<=50K
33,Private,144064,Doctorate,16,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,55,UnitedStates,>50K
66,,107112,7th8th,4,Nevermarried,,Otherrelative,Black,Male,0,0,30,UnitedStates,<=50K
20,Private,54152,Somecollege,10,Nevermarried,Admclerical,Ownchild,White,Female,0,0,30,,<=50K
28,Private,152951,HSgrad,9,Divorced,Handlerscleaners,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
46,Private,190487,HSgrad,9,Divorced,Privhouseserv,Unmarried,White,Female,0,0,28,Ecuador,<=50K
25,Private,306666,Somecollege,10,Marriedcivspouse,Sales,Husband,Black,Male,0,0,45,UnitedStates,<=50K
37,Private,195148,HSgrad,9,Marriedcivspouse,Craftrepair,Ownchild,White,Male,3137,0,40,UnitedStates,<=50K
31,Selfempnotinc,226624,9th,5,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,60,UnitedStates,<=50K
49,Private,157569,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
22,Stategov,22966,Somecollege,10,Marriedspouseabsent,Techsupport,Unmarried,White,Male,0,0,20,UnitedStates,<=50K
52,Private,379682,Assocvoc,11,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,20,UnitedStates,>50K
29,Private,446559,Assocacdm,12,Marriedcivspouse,Execmanagerial,Wife,White,Female,0,0,50,UnitedStates,<=50K
18,Private,41794,11th,7,Nevermarried,Otherservice,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
31,Localgov,90409,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,35,UnitedStates,<=50K
23,Private,125491,Somecollege,10,Nevermarried,Otherservice,Notinfamily,AsianPacIslander,Female,0,0,35,Vietnam,<=50K
27,,129661,Assocvoc,11,Marriedcivspouse,,Wife,AmerIndianEskimo,Female,0,0,40,UnitedStates,>50K
54,Selfempnotinc,104748,10th,6,Marriedcivspouse,Sales,Husband,White,Male,0,0,65,UnitedStates,<=50K
50,Localgov,169182,HSgrad,9,Divorced,Otherservice,Unmarried,White,Female,0,0,49,DominicanRepublic,<=50K
46,Private,324655,Masters,14,Marriedcivspouse,Techsupport,Husband,White,Male,0,1902,40,,>50K
24,Private,122272,Bachelors,13,Nevermarried,Farmingfishing,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
17,,114798,11th,7,Nevermarried,,Ownchild,White,Female,0,0,18,UnitedStates,<=50K
49,Selfempinc,289707,HSgrad,9,Separated,Otherservice,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
54,Localgov,137691,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,>50K
41,Private,84610,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1902,60,UnitedStates,>50K
49,Private,166789,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,<=50K
36,Localgov,348728,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
23,Private,348092,HSgrad,9,Nevermarried,Transportmoving,Ownchild,Black,Male,0,0,40,Haiti,<=50K
63,Private,154526,Somecollege,10,Widowed,Otherservice,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
67,Private,288371,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,Canada,>50K
23,Private,182342,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
22,Private,244366,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
66,Private,102423,Assocvoc,11,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,30,UnitedStates,<=50K
25,Private,259688,11th,7,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,<=50K
30,Private,98733,Somecollege,10,Divorced,Machineopinspct,Unmarried,White,Female,0,0,20,UnitedStates,<=50K
35,Private,174856,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,2885,0,40,UnitedStates,<=50K
67,Selfempnotinc,141797,7th8th,4,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,<=50K
30,Private,327202,12th,8,Nevermarried,Craftrepair,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
26,Private,76996,Somecollege,10,Nevermarried,Machineopinspct,Notinfamily,Black,Female,0,0,38,UnitedStates,<=50K
34,Private,260560,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
21,Private,370990,Somecollege,10,Nevermarried,Sales,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
18,Private,129010,12th,8,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,10,UnitedStates,<=50K
21,Private,452640,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
76,Selfempinc,120796,9th,5,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,<=50K
51,Federalgov,45334,Somecollege,10,Marriedcivspouse,Protectiveserv,Husband,AsianPacIslander,Male,0,0,70,,<=50K
26,Private,229523,HSgrad,9,Marriedcivspouse,Machineopinspct,Wife,White,Female,0,0,56,UnitedStates,<=50K
18,Private,127388,12th,8,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,25,UnitedStates,<=50K
18,,395567,11th,7,Nevermarried,,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
34,Private,119422,Assocvoc,11,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,1672,50,UnitedStates,<=50K
59,Private,193895,HSgrad,9,Divorced,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
55,Private,163083,Bachelors,13,Separated,Execmanagerial,Notinfamily,White,Male,14084,0,45,UnitedStates,>50K
33,Selfempnotinc,155343,Somecollege,10,Nevermarried,Farmingfishing,Notinfamily,White,Male,0,0,72,UnitedStates,<=50K
25,Private,73895,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Female,0,0,10,UnitedStates,<=50K
48,Private,107682,HSgrad,9,Widowed,Machineopinspct,Notinfamily,White,Female,0,0,10,UnitedStates,<=50K
64,Private,321166,Bachelors,13,Divorced,Sales,Notinfamily,White,Female,0,0,5,UnitedStates,<=50K
47,Localgov,154940,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,45,UnitedStates,>50K
26,Private,103700,Somecollege,10,Nevermarried,Techsupport,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
36,Private,63509,Assocacdm,12,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,48,UnitedStates,>50K
21,Private,243842,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,40,UnitedStates,<=50K
54,,187221,7th8th,4,Nevermarried,,Notinfamily,White,Female,0,0,25,UnitedStates,<=50K
30,Private,58597,HSgrad,9,Nevermarried,Machineopinspct,Ownchild,White,Male,0,0,44,UnitedStates,<=50K
41,Selfempnotinc,190290,HSgrad,9,Divorced,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
53,,158352,Masters,14,Nevermarried,,Notinfamily,White,Female,8614,0,35,UnitedStates,>50K
34,Private,62165,Somecollege,10,Nevermarried,Sales,Otherrelative,Black,Male,0,0,30,UnitedStates,<=50K
20,,307149,Somecollege,10,Nevermarried,,Ownchild,White,Female,0,0,35,UnitedStates,<=50K
24,Private,280134,10th,6,Nevermarried,Sales,Notinfamily,White,Male,0,0,49,ElSalvador,<=50K
26,Private,118736,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,20,UnitedStates,<=50K
25,Private,171114,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,48,UnitedStates,<=50K
35,Private,169638,Somecollege,10,Divorced,Sales,Unmarried,White,Female,0,0,36,UnitedStates,<=50K
41,Private,125461,Somecollege,10,Divorced,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,>50K
33,Private,145434,11th,7,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
18,Private,152182,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Female,0,0,25,UnitedStates,<=50K
27,Selfempinc,233724,HSgrad,9,Separated,Admclerical,Notinfamily,White,Male,0,0,38,UnitedStates,<=50K
32,Private,153963,HSgrad,9,Divorced,Otherservice,Unmarried,White,Female,0,0,35,UnitedStates,<=50K
51,Localgov,88120,HSgrad,9,Nevermarried,Otherservice,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
38,Private,96330,Assocvoc,11,Divorced,Admclerical,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
41,Localgov,66118,Somecollege,10,Marriedcivspouse,Transportmoving,Wife,White,Female,0,0,25,UnitedStates,<=50K
26,Private,182178,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,2829,0,40,UnitedStates,<=50K
38,Selfempnotinc,53628,Assocvoc,11,Divorced,Execmanagerial,Unmarried,White,Male,0,0,35,UnitedStates,<=50K
54,Private,174865,9th,5,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,45,UnitedStates,>50K
30,Private,66194,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,60,OutlyingUS(GuamUSVIetc),<=50K
31,Private,73796,Somecollege,10,Widowed,Execmanagerial,Unmarried,White,Female,0,0,30,UnitedStates,<=50K
26,Stategov,28366,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
75,Selfempnotinc,231741,Doctorate,16,Marriedcivspouse,Profspecialty,Husband,White,Male,4931,0,3,UnitedStates,<=50K
29,Private,237865,Masters,14,Nevermarried,Transportmoving,Ownchild,Black,Male,0,0,40,UnitedStates,<=50K
61,Private,195453,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,>50K
24,Private,116934,Somecollege,10,Separated,Sales,Unmarried,White,Female,0,0,45,UnitedStates,<=50K
22,,87867,12th,8,Nevermarried,,Notinfamily,White,Male,0,0,30,UnitedStates,<=50K
34,Private,456399,Assocacdm,12,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
42,Private,263608,Somecollege,10,Divorced,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
24,Private,263498,11th,7,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
42,Selfempnotinc,183765,Assocacdm,12,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,,<=50K
27,Federalgov,469705,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,Black,Male,0,1980,40,UnitedStates,<=50K
39,Localgov,113253,Bachelors,13,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,50,UnitedStates,>50K
20,Private,138768,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
51,Private,302146,11th,7,Nevermarried,Otherservice,Notinfamily,Black,Female,0,0,40,UnitedStates,<=50K
68,Private,253866,Bachelors,13,Marriedcivspouse,Sales,Husband,White,Male,0,0,30,UnitedStates,<=50K
28,Federalgov,214858,HSgrad,9,Nevermarried,Machineopinspct,Ownchild,White,Male,0,0,48,UnitedStates,<=50K
43,Private,243476,HSgrad,9,Divorced,Techsupport,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
35,Private,169104,Somecollege,10,Marriedspouseabsent,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
44,Private,103218,HSgrad,9,Divorced,Admclerical,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
41,Private,57233,Bachelors,13,Nevermarried,Handlerscleaners,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
44,Private,228320,HSgrad,9,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,45,UnitedStates,>50K
20,Private,217421,HSgrad,9,Marriedcivspouse,Admclerical,Otherrelative,White,Female,0,0,40,UnitedStates,<=50K
46,Private,185041,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,75,UnitedStates,>50K
27,Selfempnotinc,37302,Assocacdm,12,Marriedcivspouse,Transportmoving,Husband,White,Male,7688,0,70,UnitedStates,>50K
32,Private,261059,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
46,Private,59767,Somecollege,10,Divorced,Sales,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
26,Private,333541,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Male,0,0,24,UnitedStates,<=50K
20,Private,133352,Somecollege,10,Nevermarried,Admclerical,Ownchild,AsianPacIslander,Female,0,0,40,Vietnam,<=50K
36,Private,99270,HSgrad,9,Marriedcivspouse,Farmingfishing,Wife,White,Female,0,0,40,UnitedStates,<=50K
49,Private,204629,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
32,Private,34104,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,3103,0,55,UnitedStates,>50K
32,Private,312667,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,15024,0,50,UnitedStates,>50K
49,Private,329603,Bachelors,13,Marriedcivspouse,Craftrepair,Husband,White,Male,0,1902,40,UnitedStates,>50K
36,Private,281021,HSgrad,9,Nevermarried,Transportmoving,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
22,Private,275385,Somecollege,10,Nevermarried,Otherservice,Otherrelative,White,Male,0,0,25,UnitedStates,<=50K
52,Federalgov,129177,HSgrad,9,Divorced,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
42,Private,385591,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,>50K
22,,201179,Somecollege,10,Nevermarried,,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
72,Private,38360,HSgrad,9,Widowed,Otherservice,Unmarried,White,Female,0,0,16,UnitedStates,<=50K
30,Localgov,73796,Bachelors,13,Separated,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
44,Private,67671,Somecollege,10,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,UnitedStates,<=50K
23,Private,257621,Bachelors,13,Nevermarried,Sales,Notinfamily,White,Female,0,0,45,UnitedStates,<=50K
22,Private,180052,Somecollege,10,Nevermarried,Sales,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
59,Private,656036,Bachelors,13,Separated,Admclerical,Unmarried,White,Male,0,0,60,UnitedStates,<=50K
46,Private,215943,HSgrad,9,Divorced,Profspecialty,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
30,Private,488720,Assocvoc,11,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,Mexico,<=50K
64,Federalgov,199298,7th8th,4,Widowed,Otherservice,Unmarried,White,Female,0,0,30,PuertoRico,<=50K
31,Private,305692,Somecollege,10,Marriedcivspouse,Sales,Wife,Black,Female,0,0,40,UnitedStates,<=50K
64,Private,114994,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,20,UnitedStates,<=50K
45,Private,88265,HSgrad,9,Nevermarried,Machineopinspct,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
59,Private,168569,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,1887,40,UnitedStates,>50K
32,Private,175413,HSgrad,9,Nevermarried,Admclerical,Otherrelative,Black,Female,0,0,40,Jamaica,<=50K
43,Private,161226,Bachelors,13,Marriedcivspouse,Machineopinspct,Husband,AmerIndianEskimo,Male,0,0,40,UnitedStates,<=50K
66,,160995,10th,6,Divorced,,Notinfamily,White,Female,1086,0,20,UnitedStates,<=50K
23,Private,208598,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
49,Selfempnotinc,200471,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
32,Private,256609,12th,8,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,Mexico,<=50K
49,Private,176684,Assocvoc,11,Nevermarried,Execmanagerial,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
33,Private,206512,Somecollege,10,Divorced,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
28,Private,212640,Profschool,15,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,85,UnitedStates,<=50K
47,Private,148724,HSgrad,9,Marriedcivspouse,Sales,Husband,Black,Male,0,0,40,UnitedStates,<=50K
41,Private,266510,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
34,Localgov,240252,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
25,Private,358975,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
20,,124242,Somecollege,10,Nevermarried,,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
21,Private,434710,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Female,0,0,15,UnitedStates,<=50K
25,Private,204338,HSgrad,9,Nevermarried,Farmingfishing,Unmarried,White,Male,0,0,30,,<=50K
46,Private,241844,9th,5,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,UnitedStates,<=50K
37,Private,191342,1st4th,2,Marriedcivspouse,Craftrepair,Husband,AsianPacIslander,Male,0,0,40,Cambodia,<=50K
41,Private,221947,Somecollege,10,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,56,UnitedStates,>50K
44,Private,111483,HSgrad,9,Nevermarried,Admclerical,Ownchild,White,Male,0,1504,50,UnitedStates,<=50K
30,Private,65278,HSgrad,9,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,>50K
54,Private,133403,Somecollege,10,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
35,Selfempnotinc,166416,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,99,UnitedStates,<=50K
58,,142158,HSgrad,9,Widowed,,Notinfamily,White,Female,0,0,12,UnitedStates,<=50K
21,Private,221480,Somecollege,10,Nevermarried,Techsupport,Ownchild,White,Female,0,0,25,Ecuador,<=50K
35,Selfempnotinc,189878,Masters,14,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,>50K
35,Private,278403,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,80,UnitedStates,>50K
19,Private,184710,Somecollege,10,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
48,Private,177775,HSgrad,9,Divorced,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
56,,275943,Somecollege,10,Marriedcivspouse,,Husband,White,Male,0,0,40,Nicaragua,<=50K
65,Selfempnotinc,225473,Somecollege,10,Widowed,Craftrepair,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
40,Private,289403,Bachelors,13,Separated,Admclerical,Unmarried,Black,Male,0,0,35,UnitedStates,<=50K
26,Private,269060,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
45,Private,449354,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,<=50K
26,Private,214413,Somecollege,10,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
32,Private,80058,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,40,UnitedStates,<=50K
35,Private,202027,Bachelors,13,Divorced,Execmanagerial,Notinfamily,White,Male,27828,0,50,UnitedStates,>50K
22,Selfempnotinc,123440,Somecollege,10,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,48,UnitedStates,<=50K
37,Private,191524,Assocvoc,11,Separated,Profspecialty,Ownchild,White,Female,0,0,38,UnitedStates,<=50K
25,Private,308144,Bachelors,13,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,Mexico,<=50K
64,Private,164204,1st4th,2,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,53,,<=50K
46,Private,205100,Assocvoc,11,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,48,UnitedStates,>50K
30,Private,195750,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,27,UnitedStates,<=50K
63,Private,149756,Assocacdm,12,Divorced,Execmanagerial,Notinfamily,White,Male,0,0,40,UnitedStates,>50K
51,Localgov,240358,HSgrad,9,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,40,UnitedStates,>50K
68,Selfempnotinc,241174,7th8th,4,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,16,UnitedStates,<=50K
36,Private,356838,Doctorate,16,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,50,Canada,<=50K
28,Selfempinc,115705,Somecollege,10,Nevermarried,Execmanagerial,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
41,Localgov,137142,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,<=50K
47,Private,296066,Somecollege,10,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,<=50K
22,Private,401335,Somecollege,10,Nevermarried,Otherservice,Unmarried,Black,Female,0,0,30,UnitedStates,<=50K
33,,182771,Bachelors,13,Nevermarried,,Ownchild,AsianPacIslander,Male,0,0,80,Philippines,<=50K
34,Selfempinc,186824,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,15024,0,40,UnitedStates,>50K
46,Federalgov,162187,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
28,Private,98010,Somecollege,10,Marriedspouseabsent,Admclerical,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
36,Private,172538,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,52,UnitedStates,>50K
18,Private,80163,Somecollege,10,Nevermarried,Sales,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
33,Localgov,43959,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,7688,0,50,UnitedStates,>50K
51,Private,162632,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,7298,0,60,UnitedStates,>50K
56,Selfempnotinc,115422,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,35,UnitedStates,<=50K
54,Private,100933,HSgrad,9,Nevermarried,Admclerical,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
29,Private,270379,HSgrad,9,Nevermarried,Execmanagerial,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
40,Private,20109,Somecollege,10,Divorced,Handlerscleaners,Notinfamily,AmerIndianEskimo,Female,0,0,84,UnitedStates,<=50K
53,Private,114758,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,15024,0,65,UnitedStates,>50K
22,Private,100345,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
33,Private,184901,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,>50K
28,Private,87239,HSgrad,9,Divorced,Transportmoving,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
63,Private,127363,Somecollege,10,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,12,UnitedStates,<=50K
53,Federalgov,199720,Doctorate,16,Marriedcivspouse,Profspecialty,Husband,White,Male,15024,0,60,Germany,>50K
37,Private,143058,10th,6,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,<=50K
50,Federalgov,36489,Somecollege,10,Divorced,Execmanagerial,Unmarried,White,Male,0,0,40,UnitedStates,<=50K
22,Private,141698,HSgrad,9,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
40,Federalgov,26358,Assocacdm,12,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
22,Private,195532,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Female,8614,0,40,UnitedStates,>50K
